,Company Name,State,Rating,Date,Time,Url,pizza_name_yn,name_length,basketball_season_yn,football_season_yn,baseball_season_yn,season,Days_Since,Last_Score,Three_Day_Avg,Ten_Day_Avg,num_yelp_reviews,yelp_rating,yelp_est_price,Zip
501,Zia Maria - Chelsea,NY,7.1,2018-05-02,6:00,https://onebite.app/restaurant/zia-maria-chelsea-new-york-ny-c18758ec/review/69266db5-fea7-4819-bd98-24e21787a215,0,19,1,0,1,spring,1.0,8.4,7.666666666666667,7.019999999999999,235.0,4.0,2.0, 10011
502,Joe & Pat's Pizzeria,NY,8.4,2018-05-01,2:00,https://onebite.app/restaurant/joe-and-pats-pizzeria-new-york-ny-f4cf32a9/review/5c8c39e3-fa8f-4dde-921d-cff395ebcf94,0,20,1,0,1,spring,4.0,7.8,7.5,6.839999999999999,172.0,4.0,2.0, 10009
503,Emmett's,NY,7.8,2018-04-27,6:00,https://onebite.app/restaurant/emmetts-new-york-ny-2632c691/review/bb2c6550-8216-4439-852b-032c0c4077b7,0,8,1,0,1,spring,3.0,6.8,6.3,6.95,501.0,4.0,2.0, 10012
504,The Original Goodfella's Brick Oven Pizza,NY,6.8,2018-04-24,6:00,https://onebite.app/restaurant/the-original-goodfellas-brick-oven-pizza-staten-island-ny-0cf3c86a/review/5de8fb78-b242-4cd8-85a2-92f3ab7ccfe8,1,41,1,0,1,spring,1.0,7.9,6.300000000000001,6.95,256.0,4.0,2.0, 10305
505,Lee's Tavern,NY,7.9,2018-04-23,6:00,https://onebite.app/restaurant/lees-tavern-staten-island-ny-fb94c628/review/8e2e7bea-a03b-442c-9e42-c4f5901ea99b,0,12,1,0,1,spring,4.0,4.2,6.133333333333333,6.839999999999999,500.0,4.5,2.0, 10305
506,Pomodoro Pizza,NY,4.2,2018-04-19,6:00,https://onebite.app/restaurant/pomodoro-pizza-new-york-ny-0c888d6f/review/021e15b9-ecf2-46a7-9a13-3fc768b46582,1,14,1,0,1,spring,1.0,6.8,6.866666666666667,7.210000000000001,17.0,4.0,1.0, 10006
507,Benny Tudino's Pizzeria,NJ,6.8,2018-04-18,4:00,https://onebite.app/restaurant/benny-tudinos-pizzeria-hoboken-nj-e3851c02/review/1e24149e-d60e-4df6-9370-613bdfab8ebc,0,23,1,0,1,spring,1.0,7.4,6.400000000000001,7.01,668.0,3.5,1.0, 07030
508,Napoli's Pizza,NJ,7.4,2018-04-17,6:00,https://onebite.app/restaurant/napolis-pizza-hoboken-nj-d9d9c71e/review/2a1a2f6c-7082-4aac-be9b-f3cbec251218,1,14,1,0,1,spring,4.0,6.4,6.966666666666666,6.8199999999999985,493.0,3.5,2.0, 07030
509,Hawthorne's NY Pizza & Bar,NC,6.4,2018-04-13,6:00,https://onebite.app/restaurant/hawthornes-ny-pizza-and-bar-charlotte-nc-ab5a8cc1/review/021f9b0e-fcd5-41df-bc23-6a4e137a4bad,1,26,1,0,1,spring,2.0,5.4,7.033333333333334,6.969999999999999,223.0,4.0,2.0, 28204
510,42nd Street Pizza,NY,5.4,2018-04-11,6:00,https://onebite.app/restaurant/42nd-street-pizza-new-york-ny-2d426ae4/review/a575a5a5-b13e-4d9e-89de-cb287352f64d,1,17,1,0,1,spring,1.0,9.1,8.200000000000001,6.93,88.0,3.0,2.0, 10036
511,Best Pizza,NY,9.1,2018-04-10,2:00,https://onebite.app/restaurant/best-pizza-brooklyn-ny-a14176ab/review/e509335b-3e9a-426e-8b7b-96051b123e77,1,10,1,0,1,spring,1.0,6.6,7.433333333333334,6.739999999999999,595.0,3.5,1.0, 11211
512,Pizza Rollio,NY,6.6,2018-04-09,6:00,https://onebite.app/restaurant/pizza-rollio-new-york-ny-d5d63e73/review/ac4b6f98-43f2-4dcc-b813-28754ebfca28,1,12,1,0,1,spring,3.0,8.9,7.5,6.4,173.0,4.0,2.0, 10011
513,Ralph's Pizzeria,NJ,8.9,2018-04-06,6:00,https://onebite.app/restaurant/ralphs-pizzeria-nutley-nj-2eaa739b/review/bb12e362-44e5-46a2-9274-46e269ec8bd1,0,16,1,0,1,spring,0.0,6.8,7.166666666666667,5.830000000000001,272.0,3.5,2.0, 07110
514,Posto,NY,6.8,2018-04-06,12:0,https://onebite.app/restaurant/posto-new-york-ny-0b7e3d21/review/b0041258-2bf9-41bd-8032-814b7733149c,0,5,1,0,1,spring,4.0,6.8,6.5,5.94,607.0,4.0,2.0, 10003
515,Bricco Ristorante Italiano,NY,6.8,2018-04-02,6:00,https://onebite.app/restaurant/bricco-ristorante-italiano-new-york-ny-81c7b239/review/f097b95c-ad4d-48aa-ae3f-1494cd99c741,0,26,1,0,1,spring,1.0,7.9,6.066666666666666,5.970000000000001,315.0,4.0,2.0, 10019
516,Julian's Italian Pizzeria & Kitchen,TX,7.9,2018-04-01,2:00,https://onebite.app/restaurant/julians-italian-pizzeria-and-kitchen-san-antonio-tx-28217633/review/4be3756a-8d3d-4145-88c3-92776dd1b67f,0,35,1,0,1,spring,1.0,4.8,6.066666666666667,5.86,124.0,4.0,2.0, 78209
517,Big Lou's Pizza,TX,4.8,2018-03-31,4:00,https://onebite.app/restaurant/big-lous-pizza-san-antonio-tx-c927191c/review/cfe6248e-106d-412d-ab30-c51dadd708ec,1,15,1,0,1,spring,1.0,5.5,6.133333333333333,6.209999999999999,731.0,3.5,2.0, 78222
518,Pizzarita's,TX,5.5,2018-03-30,6:00,https://onebite.app/restaurant/pizzaritas-san-antonio-tx-67e86480/review/7c905011-47d1-48e6-a44c-e1f35677e9e4,1,11,1,0,1,spring,1.0,7.9,6.7,6.35,166.0,3.0,1.0, 78205
519,Martina Pizzeria,NY,7.9,2018-03-29,6:00,https://onebite.app/restaurant/martina-pizzeria-new-york-ny-a595d5ea/review/5287c23a-8741-4a16-8065-e03a9aa21bff,0,16,1,0,1,spring,2.0,5.0,5.133333333333333,6.180000000000001,191.0,4.5,1.0, 10003
520,Patzeria Perfect Pizza,NY,5.0,2018-03-27,6:00,https://onebite.app/restaurant/patzeria-perfect-pizza-new-york-ny-5ed6d46c/review/36c4ab04-2e9f-4128-88e9-52087941cb58,1,22,1,0,0,spring,1.0,7.2,4.533333333333334,6.45,1606.0,4.0,1.0, 10036
521,L'Amico NYC,NY,7.2,2018-03-26,6:00,https://onebite.app/restaurant/lamico-nyc-new-york-ny-f4416d96/review/ff8446f5-2b97-489b-803d-89386eac2509,0,11,1,0,0,spring,2.0,3.2,4.766666666666667,6.590000000000001,440.0,3.5,3.0, 10001
522,Bonanno's New York Pizzeria,NV,3.2,2018-03-24,2:00,https://onebite.app/restaurant/bonannos-new-york-pizzeria-las-vegas-nv-f24736a3/review/4644150e-4b4a-44c1-aa5a-3cb7185a95c2,0,27,1,0,0,spring,0.0,3.2,6.066666666666667,6.760000000000001,140.0,3.0,2.0, 89109
523,Bonanno's New York Pizzeria,NV,3.2,2018-03-24,4:00,https://onebite.app/restaurant/bonannos-new-york-pizzeria-las-vegas-nv-cdbb4e28/review/de011df5-4fec-4f66-a849-15f4c0e968be,0,27,1,0,0,spring,1.0,7.9,7.266666666666667,7.030000000000001,140.0,3.0,2.0, 89109
525,La Pizza Fresca Ristorante,NY,7.1,2018-03-20,6:00,https://onebite.app/restaurant/la-pizza-fresca-ristorante-new-york-ny-69f5d73c/review/a676f0f8-a4fd-44a9-a4d4-26fbbb62523b,1,26,1,0,0,winter,1.0,6.8,7.333333333333333,6.539999999999999,141.0,3.0,2.0, 10003
526,Massoni,NY,6.8,2018-03-19,2:00,https://onebite.app/restaurant/massoni-new-york-ny-f4479412/review/3eaf7830-ba88-4e5a-af07-8c8d4da997d9,0,7,1,0,0,winter,1.0,8.3,7.133333333333334,6.470000000000001,229.0,4.0,2.0, 10016
527,Bravo Pizza,NY,8.3,2018-03-18,4:00,https://onebite.app/restaurant/bravo-pizza-new-york-ny-cb19010d/review/d6a1cbdd-9cbc-4b12-a844-c7fb9e47461a,1,11,1,0,0,winter,3.0,6.9,6.933333333333334,6.36,78.0,3.5,1.0, 10001
528,Ovest Pizzoteca by Luzzo's,NY,6.9,2018-03-15,6:00,https://onebite.app/restaurant/ovest-pizzoteca-by-luzzos-new-york-ny-29f84787/review/a2781fe0-ca7f-44c6-a2a0-5944ffbdd2de,0,26,1,0,0,winter,1.0,6.2,7.5,6.35,531.0,4.0,2.0, 10001
529,Full Moon Pizzeria,NY,6.2,2018-03-14,6:00,https://onebite.app/restaurant/full-moon-pizzeria-bronx-ny-aaa34336/review/4b6deb3a-71be-4982-856a-555e87249325,0,18,1,0,0,winter,1.0,7.7,7.066666666666667,6.380000000000001,280.0,4.0,1.0, 10458
530,Pugsley's Pizza,NY,7.7,2018-03-13,2:00,https://onebite.app/restaurant/pugsleys-pizza-bronx-ny-24ada487/review/9e1f6b82-ada5-40c3-bd4b-01847da3b5d4,1,15,1,0,0,winter,1.0,8.6,6.466666666666666,6.26,144.0,4.5,1.0, 10458
531,Williamsburg Pizza,NY,8.6,2018-03-12,6:00,https://onebite.app/restaurant/williamsburg-pizza-brooklyn-ny-4022eec2/review/1e582ff8-d9ef-4e47-9552-66b8855032ca,1,18,1,0,0,winter,3.0,4.9,5.900000000000001,6.04,308.0,3.0,1.0, 11211
532,99 Cent Fresh Pizza,NY,4.9,2018-03-09,6:00,https://onebite.app/restaurant/99-cent-fresh-pizza-new-york-ny-3485c7a1/review/78a3f37c-950b-4796-87f5-cb7f992692a7,1,19,1,0,0,winter,2.0,5.9,5.333333333333333,6.21,526.0,4.0,1.0, 10017
533,Evel Pie,NV,5.9,2018-03-07,12:0,https://onebite.app/restaurant/evel-pie-las-vegas-nv-303c8a11/review/f9ba6603-dd07-419d-9645-ff24808c41ec,0,8,1,0,0,winter,6.0,6.9,5.400000000000001,6.37,880.0,4.5,1.0, 89101
534,Nino's 46,NY,6.9,2018-03-01,6:00,https://onebite.app/restaurant/ninos-46-new-york-ny-178009ff/review/b3705f11-86ce-4c74-9e6a-505e72f57287,0,9,1,0,0,winter,3.0,3.2,5.5,6.539999999999999,1236.0,4.0,2.0, 10036
535,La Gusto Pizza,NY,3.2,2018-02-26,6:00,https://onebite.app/restaurant/la-gusto-pizza-new-york-ny-b9af6bfe/review/06ee2780-102b-43d9-9e44-39e85913ffe0,1,14,1,0,0,winter,3.0,6.1,6.7,7.0,37.0,3.5,1.0, 10001
536,Cheesy Pizza,NY,6.1,2018-02-23,6:00,https://onebite.app/restaurant/cheesy-pizza-new-york-ny-41890aa0/review/6ed29d31-2a03-4ca0-aa71-89bac4e84201,1,12,1,0,0,winter,1.0,7.2,6.833333333333333,7.109999999999999,102.0,3.0,1.0, 10025
537,Sal & Carmine's Pizza,NY,7.2,2018-02-22,1:00,https://onebite.app/restaurant/sal-and-carmines-pizza-new-york-ny-93025aee/review/75885ed9-f52f-4957-9ee2-f6f1f4434160,1,21,1,0,0,winter,1.0,6.8,6.6000000000000005,7.140000000000001,344.0,4.0,1.0, 10025
538,MAMA'S TOO!,NY,6.8,2018-02-21,6:00,https://onebite.app/restaurant/mamas-too-new-york-ny-39eedba1/review/310ea94f-d909-4ad5-bef9-7bf56406dfa3,0,11,1,0,0,winter,1.0,6.5,6.466666666666666,7.089999999999999,361.0,3.5,2.0, 10025
539,Bond 45,NY,6.5,2018-02-20,6:00,https://onebite.app/restaurant/bond-45-new-york-ny-867d0488/review/a3158f0c-6b00-4057-bbf4-e1d4c96b6e36,0,7,1,1,0,winter,1.0,6.5,6.5,6.780000000000001,715.0,3.5,2.0, 10036
540,Casa D'amici,WV,6.5,2018-02-19,6:00,https://onebite.app/restaurant/casa-damici-morgantown-wv-1831e4b7/review/fd1248fc-4cac-49b5-826b-0b1a4f523f9b,0,12,1,1,0,winter,3.0,6.4,6.833333333333333,6.539999999999999,53.0,3.0,1.0, 26505
541,Pizza Al's,WV,6.4,2018-02-16,6:00,https://onebite.app/restaurant/pizza-als-morgantown-wv-562d54a1/review/7215db75-4d0c-4805-b0fe-8cedcc07e28e,1,10,1,1,0,winter,1.0,6.6,7.566666666666666,6.609999999999999,40.0,4.0,1.0, 26505
542,Colasante's Ristorante & Pub,WV,6.6,2018-02-15,1:00,https://onebite.app/restaurant/colasantes-ristorante-and-pub-morgantown-wv-91214390/review/b9a976e9-956f-4908-bb5c-ca46d711a8b4,0,28,1,1,0,winter,1.0,7.5,7.966666666666668,6.58,36.0,3.5,2.0, 26501
543,Love & Dough,NY,7.5,2018-02-14,6:00,https://onebite.app/restaurant/love-and-dough-dumbo-ny-3b0fd8a5/review/b644bd57-c107-4c91-bbd0-07d7f909bdee,0,12,1,1,0,winter,1.0,8.6,7.866666666666666,6.589999999999999,165.0,3.0,2.0, 11201
544,Patsy's Pizzeria,NY,8.6,2018-02-13,6:00,https://onebite.app/restaurant/patsys-pizzeria-new-york-ny-62c869a9/review/4d07dcee-9424-4232-8377-5c7d4d191ee6,0,16,1,1,0,winter,1.0,7.8,7.5,6.410000000000001,833.0,4.0,2.0, 10035
545,Louie & Ernie's Pizza,NY,7.8,2018-02-12,1:00,https://onebite.app/restaurant/louie-and-ernies-pizza-bronx-ny-d5027bce/review/c8850840-8b8b-4ee2-9b02-a19adb7b111c,1,21,1,1,0,winter,3.0,7.2,7.0,6.159999999999999,285.0,4.5,1.0, 10461
546,Pizza Barn,NY,7.2,2018-02-09,6:00,https://onebite.app/restaurant/pizza-barn-yonkers-ny-b6c2b03f/review/745cbd13-194d-4444-8b7b-05bf61e79951,1,10,1,1,0,winter,2.0,7.5,5.733333333333333,6.119999999999999,399.0,4.0,2.0, 10705
547,Mama's Pizza,MN,7.5,2018-02-07,6:00,https://onebite.app/restaurant/mamas-pizza-saint-paul-mn-26a09fbd/review/42dad58b-16de-4606-b61a-558c74ed35f2,1,12,1,1,0,winter,1.0,6.3,4.6,6.079999999999999,244.0,4.5,1.0, 55117
548,Dulono's Sports Bar,MN,6.3,2018-02-06,6:00,https://onebite.app/restaurant/dulonos-sports-bar-minneapolis-mn-f2e1ed5c/review/4e5809b9-7bb3-48dc-9041-66b35f560487,0,19,1,1,0,winter,1.0,3.4,4.866666666666666,5.989999999999999,71.0,2.5,2.0, 55401
549,Cheetah Pizza,MN,3.4,2018-02-05,1:00,https://onebite.app/restaurant/cheetah-pizza-edina-mn-63aa8708/review/540d94a8-3ddc-4f93-9445-fd3c12f3bf0c,1,13,1,1,0,winter,1.0,4.1,5.833333333333333,6.26,16.0,3.5,1.0, 55439
550,Fat Lorenzo's,MN,4.1,2018-02-04,6:00,https://onebite.app/restaurant/fat-lorenzos-minneapolis-mn-fe99595f/review/aa78b0af-5aa6-4308-a496-a0b5a2557a45,0,13,1,1,0,winter,1.0,7.1,7.0,6.609999999999999,311.0,4.0,2.0, 55417
551,Red's Savoy Pizza,MN,7.1,2018-02-03,6:00,https://onebite.app/restaurant/reds-savoy-pizza-minneapolis-mn-c1e16bbb/review/e9ae9981-0232-4133-8224-29659a7d53a0,1,17,1,1,0,winter,1.0,6.3,6.8999999999999995,6.32,25.0,4.0,2.0, 55413
552,Frank From Philly & Andrea Pizza,MN,6.3,2018-02-02,6:00,https://onebite.app/restaurant/frank-from-philly-and-andrea-pizza-minneapolis-mn-f887974d/review/2402ecd4-0c23-49c1-a91c-543cfe654b1c,1,32,1,1,0,winter,1.0,7.6,6.566666666666666,6.4,115.0,4.0,1.0, 55414
553,Young Joni,MN,7.6,2018-02-01,1:00,https://onebite.app/restaurant/young-joni-minneapolis-mn-710c7d17/review/2db2fdcd-98e3-4731-8905-76c5ba71b49a,0,10,1,1,0,winter,1.0,6.8,6.3,6.260000000000001,714.0,4.5,2.0, 55413
554,Cossetta Alimentari,MN,6.8,2018-01-31,6:00,https://onebite.app/restaurant/cossetta-alimentari-saint-paul-mn-3ff8f941/review/9a6cda0e-f233-4a22-93c4-021914d57b75,0,19,1,1,0,winter,1.0,5.3,6.3999999999999995,6.160000000000001,779.0,4.0,2.0, 55102
555,Pizza Luce,MN,5.3,2018-01-30,6:00,https://onebite.app/restaurant/pizza-luce-minneapolis-mn-57505529/review/658c7a29-995c-4d84-a67a-654ac6e3795b,1,10,1,1,0,winter,1.0,6.8,6.433333333333333,6.340000000000001,564.0,4.0,2.0, 55401
556,Football Pizza,MN,6.8,2018-01-29,6:00,https://onebite.app/restaurant/football-pizza-minneapolis-mn-b7a30eda/review/fb879720-3447-4cb8-93eb-b0ce298d2524,1,14,1,1,0,winter,4.0,7.1,6.2,6.33,161.0,4.0,1.0, 55414
557,Star Tavern,NJ,7.1,2018-01-25,1:00,https://onebite.app/restaurant/star-tavern-orange-nj-99abab14/review/b603a42c-f8ff-4733-bb0c-14bdc4394686,0,11,1,1,0,winter,1.0,5.4,6.366666666666667,5.74,818.0,4.0,2.0, 07050
558,LA Traviata Pizzeria,NY,5.4,2018-01-24,6:00,https://onebite.app/restaurant/la-traviata-pizzeria-new-york-ny-10fb60e4/review/161c633c-da75-4be9-ab33-d25360d26517,0,20,1,1,0,winter,1.0,6.1,5.966666666666666,5.540000000000001,175.0,3.5,1.0, 10023
559,Percy's Pizza,NY,6.1,2018-01-23,6:00,https://onebite.app/restaurant/percys-pizza-new-york-ny-c086548a/review/0970383f-15db-4e63-a145-1cf503e84c02,1,13,1,1,0,winter,1.0,7.6,6.3,5.61,235.0,4.0,1.0, 10012
560,Pizza Land,NJ,7.6,2018-01-22,6:00,https://onebite.app/restaurant/pizza-land-north-arlington-nj-586007a2/review/b10c93a4-4f85-4893-b494-5950d9f6d832,1,10,1,1,0,winter,3.0,4.2,5.833333333333333,5.4799999999999995,85.0,3.5,1.0, 07031
561,Little Italy Pizza,NY,4.2,2018-01-19,6:00,https://onebite.app/restaurant/little-italy-pizza-new-york-ny-5e44098a/review/7cf7178a-69e2-414c-a6c1-00591d3a4ee5,1,18,1,1,0,winter,1.0,7.1,6.366666666666667,5.75,505.0,4.0,1.0, 10036
562,Re Sette,NY,7.1,2018-01-18,1:00,https://onebite.app/restaurant/re-sette-new-york-ny-afdb7955/review/93f4d547-3b43-4a3f-98a7-46026849ddd5,0,8,1,1,0,winter,1.0,6.2,6.366666666666667,5.76,2993.0,4.5,4.0, 10036
563,B & W Deli & Pizzeria,NY,6.2,2018-01-17,6:00,https://onebite.app/restaurant/b-and-w-deli-and-pizzeria-new-york-ny-10d2796f/review/e2f31d17-1396-4658-a58b-315918f7fefc,0,21,1,1,0,winter,2.0,5.8,6.533333333333332,5.8100000000000005,34.0,3.0,1.0, 10001
564,Mediterraneo Restaurant,NY,5.8,2018-01-15,6:00,https://onebite.app/restaurant/mediterraneo-restaurant-new-york-ny-82eb5cc6/review/0c6d7b17-86ca-40c8-9565-34586e6cfd88,0,23,1,1,0,winter,3.0,7.1,5.0,5.78,296.0,3.0,2.0, 10065
565,La Bellezza Pizza,NY,7.1,2018-01-12,6:00,https://onebite.app/restaurant/la-bellezza-pizza-new-york-ny-1f7effed/review/5a2787a6-77a6-470d-ad0a-6afe57784cd3,1,17,1,1,0,winter,1.0,6.7,3.766666666666667,5.700000000000001,15.0,3.5,2.0, 10007
566,Tre Sorelle,NY,6.7,2018-01-11,6:00,https://onebite.app/restaurant/tre-sorelle-new-york-ny-8f2942df/review/74931e7b-94b1-491a-a9a5-ed940c777c88,0,11,1,1,0,winter,1.0,1.2,3.7999999999999994,5.8,152.0,3.5,2.0, 10007
567,Rubby's Pizzeria,NY,1.2,2018-01-10,6:00,https://onebite.app/restaurant/rubbys-pizzeria-new-york-ny-bf3b2718/review/740e28d7-5a5b-41e5-94d5-4b7424e4ee0e,0,16,1,1,0,winter,1.0,3.4,5.5,6.529999999999999,13.0,3.5,1.0, 10019
568,Justino's Pizzeria,NY,3.4,2018-01-09,6:00,https://onebite.app/restaurant/justinos-pizzeria-new-york-ny-43d4a700/review/ce98824a-b4bb-4e16-8d62-917c7eb6f3a8,0,18,1,1,0,winter,1.0,6.8,6.666666666666667,6.3100000000000005,245.0,3.0,1.0, 10019
569,Casabianca Pizzeria,NY,6.8,2018-01-08,6:00,https://onebite.app/restaurant/casabianca-pizzeria-new-york-ny-28c12975/review/d77ee9fa-4a7f-4261-8f94-c98270cd2366,0,19,1,1,0,winter,4.0,6.3,6.8,6.24,53.0,3.0,1.0, 10019
570,Sottosuolo NYC,NY,6.3,2018-01-04,6:00,https://onebite.app/restaurant/sottosuolo-nyc-new-york-ny-3928927c/review/bfd67825-83eb-4870-ace9-87ee31590604,0,14,1,1,0,winter,1.0,6.9,6.933333333333334,6.330000000000001,360.0,3.5,3.0, 10016
571,Mariella Pizza,NY,6.9,2018-01-03,6:00,https://onebite.app/restaurant/mariella-pizza-new-york-ny-5d3b43c6/review/08f9abf4-b933-402a-aec0-e8866b6ad598,1,14,1,1,0,winter,1.0,7.2,6.466666666666666,5.82,108.0,3.5,1.0, 10021
572,Bella Blu,NY,7.2,2018-01-02,1:00,https://onebite.app/restaurant/bella-blu-new-york-ny-d9f367fb/review/48a988da-ef90-4976-a295-0d3cb95c3b6e,0,9,1,1,0,winter,13.0,6.7,6.166666666666667,5.8100000000000005,252.0,3.5,3.0, 10021
573,John & Tony's,NY,6.7,2017-12-20,6:00,https://onebite.app/restaurant/john-and-tonys-new-york-ny-57976445/review/2e96da9d-b0fe-408a-9230-5b1067def0bc,0,13,1,1,0,fall,6.0,5.5,6.5,5.85,93.0,3.5,1.0, 10065
574,Angelo's Pizzeria,WV,5.5,2017-12-14,6:00,https://onebite.app/restaurant/angelos-pizzeria-princeton-wv-451ff782/review/31fe1203-6527-4f57-b477-5bd6b45c1901,0,17,1,1,0,fall,2.0,6.3,7.5,6.04,45.0,3.5,2.0, 24740
575,Il Forno Pizza,NY,6.3,2017-12-12,6:00,https://onebite.app/restaurant/il-forno-pizza-new-york-ny-be208f31/review/0d3f8432-f0ef-412a-8394-df3f239db708,1,14,1,1,0,fall,1.0,7.7,5.8,5.75,33.0,4.0,2.0, 10003
576,Scarr's Pizza,NY,7.7,2017-12-11,1:00,https://onebite.app/restaurant/scarrs-pizza-new-york-ny-08ef92db/review/5c77d93e-7db8-4a00-9eff-3d9d67bb6893,1,13,1,1,0,fall,3.0,8.5,5.266666666666667,5.2,404.0,4.0,1.0, 10002
577,Double Zero,NY,8.5,2017-12-08,6:00,https://onebite.app/restaurant/double-zero-new-york-ny-bf9ec907/review/9ee5ae88-1342-4c17-9f00-1f339d4f4fbf,0,11,1,1,0,fall,2.0,1.2,4.833333333333333,5.0600000000000005,501.0,4.5,2.0, 10003
578,Buca di Beppo Italian Restaurant,NY,1.2,2017-12-06,6:00,https://onebite.app/restaurant/buca-di-beppo-italian-restaurant-new-york-ny-a7f08101/review/71bdf287-0ff9-4d76-bbe5-6ca5392e4141,0,32,1,1,0,fall,1.0,6.1,5.033333333333334,5.720000000000001,426.0,3.5,2.0, 10036
579,Solo Pizza,NY,6.1,2017-12-05,6:00,https://onebite.app/restaurant/solo-pizza-new-york-ny-f8786f10/review/e9bed8ad-7ab8-4914-81ac-9fc901657b00,1,10,1,1,0,fall,5.0,7.2,5.366666666666667,5.96,187.0,4.0,1.0, 10009
580,Stone Bridge Pizza & Salad,NY,7.2,2017-11-30,6:00,https://onebite.app/restaurant/stone-bridge-pizza-and-salad-new-york-ny-8fd7284b/review/fb16d4c2-13f3-4744-bb2d-6f4552fcb90d,1,26,1,1,0,fall,1.0,1.8,5.333333333333333,5.869999999999999,274.0,4.5,2.0, 10017
582,Sorbillo Pizzeria,NY,7.1,2017-11-28,6:00,https://onebite.app/restaurant/sorbillo-pizzeria-new-york-ny-e7a5becb/review/df45008e-7ac0-4d83-a13d-020a02c2cb92,0,17,1,1,0,fall,1.0,7.1,5.966666666666666,6.459999999999999,175.0,4.0,2.0, 10012
583,New York Sal's Pizza,NY,7.1,2017-11-27,6:00,https://onebite.app/restaurant/new-york-sals-pizza-new-york-ny-10cba5ac/review/334ac9cf-90b1-407f-bfba-44ee9e611a8f,1,20,1,1,0,fall,7.0,7.4,4.333333333333333,6.57,67.0,3.0,1.0, 10019
584,Gnocco,NY,7.4,2017-11-20,1:00,https://onebite.app/restaurant/gnocco-new-york-ny-01454669/review/8052df88-7fcd-44a3-888a-2e31e5f7ef2f,0,6,1,1,0,fall,3.0,3.4,4.233333333333333,6.659999999999999,459.0,4.0,2.0, 10009
585,5 Boroughs Pizza,NY,3.4,2017-11-17,6:00,https://onebite.app/restaurant/5-boroughs-pizza-new-york-ny-e0ebd069/review/d470ff91-ff3d-426b-b34e-1548a75db8cd,1,16,1,1,0,fall,1.0,2.2,5.7,7.13,30.0,3.5,1.0, 10013
586,Steve's Pizza,NY,2.2,2017-11-16,6:00,https://onebite.app/restaurant/steves-pizza-new-york-ny-1ec66ab3/review/705eb22a-b829-448f-9564-b160b8016e4f,1,13,1,1,0,fall,1.0,7.1,7.8,7.119999999999999,179.0,3.5,1.0, 10006
587,Majestic Pizza and Calzones,NY,7.1,2017-11-15,6:00,https://onebite.app/restaurant/majestic-pizza-and-calzones-new-york-ny-2733805e/review/32dc1a45-89ce-427c-b7ec-d228aced686b,1,27,1,1,0,fall,2.0,7.8,7.533333333333334,6.7700000000000005,132.0,3.5,1.0, 10007
588,Serafina Meatpacking,NY,7.8,2017-11-13,6:00,https://onebite.app/restaurant/serafina-meatpacking-new-york-ny-e7c79a92/review/2f7de7f8-7852-4b04-9031-ceeee4e22b4b,0,20,1,1,0,fall,3.0,8.5,7.633333333333333,6.76,303.0,3.0,2.0, 10014
589,Joe's Pizza,NY,8.5,2017-11-10,1:00,https://onebite.app/restaurant/joes-pizza-new-york-ny-57dc36cc/review/8e032566-bae0-4892-b93e-105b0576e658,1,11,1,1,0,fall,0.0,6.3,7.033333333333332,6.529999999999999,2556.0,4.0,1.0, 10014
590,B Side Pizza & Wine Bar,NY,6.3,2017-11-10,6:00,https://onebite.app/restaurant/b-side-pizza-and-wine-bar-new-york-ny-ed5ecb5b/review/2af6da73-dee2-48c3-800f-fdedfa671623,1,23,1,1,0,fall,7.0,8.1,7.666666666666667,6.57,1138.0,4.5,2.0, 10019
591,Bronx Pizza,CA,8.1,2017-11-03,6:00,https://onebite.app/restaurant/bronx-pizza-san-diego-ca-de8fd22a/review/a5551d34-fcd2-41fa-a9fd-d3bf78935368,1,11,1,1,0,fall,1.0,6.7,7.733333333333333,6.460000000000001,3640.0,4.5,1.0, 92103
592,Filippis Pizza Grotto Pacific Beach,CA,6.7,2017-11-02,6:00,https://onebite.app/restaurant/filippis-pizza-grotto-pacific-beach-san-diego-ca-78881c2f/review/8999220b-99b3-4c3d-8f3c-71e1357420c8,1,35,1,1,0,fall,1.0,8.2,8.200000000000001,6.500000000000002,368.0,3.5,2.0, 92109
593,Vito's Pizza,CA,8.2,2017-11-01,2:00,https://onebite.app/restaurant/vitos-pizza-santa-monica-ca-a6762941/review/9650dd31-be26-4f1b-b1f8-501bd3c5d856,1,12,1,1,0,fall,1.0,8.3,6.166666666666667,6.32,349.0,3.5,2.0, 90404
594,Joe's Pizza,CA,8.3,2017-10-31,4:00,https://onebite.app/restaurant/joes-pizza-santa-monica-ca-3f6c7a07/review/3ebe15fd-ccce-408d-9f00-531f150e7ba1,1,11,1,1,0,fall,4.0,8.1,4.6,6.17,1126.0,3.5,1.0, 90401
595,Francesco's Pizzeria,NY,8.1,2017-10-27,6:00,https://onebite.app/restaurant/francescos-pizzeria-new-york-ny-21f3541c/review/cc09d389-9bf5-4468-9af4-9e48fe28fad7,0,20,1,1,0,fall,1.0,2.1,4.466666666666667,6.08,234.0,3.5,1.0, 10023
596,Cafe 28,NY,2.1,2017-10-26,6:00,https://onebite.app/restaurant/cafe-28-new-york-ny-c05a0f96/review/a44c3407-1128-4b1f-b9fe-2365cec19db8,0,7,1,1,0,fall,1.0,3.6,5.833333333333333,6.65,233.0,3.0,2.0, 10016
