,Company Name,State,Rating,Date,Time,Url,pizza_name_yn,name_length,basketball_season_yn,football_season_yn,baseball_season_yn,season,Days_Since,Last_Score,Three_Day_Avg,Ten_Day_Avg,num_yelp_reviews,yelp_rating,yelp_est_price,Zip
199,Boomershine Pizzeria,TN,6.5,2019-08-17,12:0,https://onebite.app/restaurant/boomershine-pizzeria-bluff-city-tn-2bd2fced/review/015b68e4-a52a-4b74-a6af-0feaa6b5f78b,0,20,0,0,1,summer,1.0,7.5,7.233333333333333,6.460000000000001,14.0,3.0,1.0, 37618
200,Arcaro & Genell,PA,7.5,2019-08-16,6:00,https://onebite.app/restaurant/arcaro-and-genell-old-forge-pa-b8487032/review/b857306a-1f12-4858-8fbf-a25686a717be,0,15,0,0,1,summer,1.0,7.4,7.533333333333334,6.49,127.0,3.5,2.0, 18518
201,Revello's Pizza,PA,7.4,2019-08-15,6:00,https://onebite.app/restaurant/revellos-pizza-old-forge-pa-7c3bd242/review/6912f258-1a0f-4e7b-b8ce-4d6d8295b463,1,15,0,0,1,summer,1.0,6.8,7.566666666666666,6.43,103.0,3.0,2.0, 18518
203,Nick's Pizza,NY,8.4,2019-08-13,6:00,https://onebite.app/restaurant/nicks-pizza-forest-hills-ny-ff2174b1/review/f7b01c99-c036-4970-afe6-dadc196fa379,1,12,0,0,1,summer,1.0,7.5,5.533333333333334,6.419999999999999,815.0,4.0,2.0, 11375
204,Red Front Pizza,NY,7.5,2019-08-12,6:00,https://onebite.app/restaurant/red-front-pizza-clifton-park-ny-5e7b8efc/review/d9802f88-e00c-4ad8-befb-8a8f196b2881,1,15,0,0,1,summer,3.0,3.2,5.000000000000001,6.359999999999999,70.0,3.5,2.0, 12065
205,Sbarro,NY,3.2,2019-08-09,6:00,https://onebite.app/restaurant/sbarro-new-york-ny-501819ec/review/87786e9d-4209-4c35-b882-e41c6cb682df,0,6,0,0,1,summer,1.0,5.9,6.3,6.42,55.0,2.5,2.0, 10001
206,La Manda's Restaurant,NY,5.9,2019-08-08,6:00,https://onebite.app/restaurant/la-mandas-restaurant-white-plains-ny-6a87c268/review/26fa4879-6c74-4101-8be5-aaca5ec51a87,0,21,0,0,1,summer,1.0,5.9,5.966666666666666,6.209999999999999,174.0,3.5,2.0, 10607
208,Villa Pizza,NY,7.1,2019-08-06,6:00,https://onebite.app/restaurant/villa-pizza-new-york-ny-1f7aedb7/review/8ee4e902-eada-4421-9dc8-3546a04dc4d9,1,11,0,0,1,summer,1.0,4.9,6.5,6.319999999999999,69.0,2.0,2.0, 10036
210,Nonna's Pizza,NY,7.8,2019-08-02,6:00,https://onebite.app/restaurant/nonnas-pizza-white-plains-ny-c9d39a80/review/4d551074-eb74-4912-9061-17d815399794,1,13,0,0,1,summer,1.0,6.8,7.3,6.63,51.0,3.5,1.0, 10604
211,Pizza 7,NY,6.8,2019-08-01,6:00,https://onebite.app/restaurant/pizza-7-saratoga-springs-ny-4f25d353/review/08bdee63-56ae-41b1-ba46-cca81857edfc,1,7,0,0,1,summer,1.0,7.4,7.333333333333333,6.76,57.0,3.0,1.0, 12866
212,Lombardo's,NY,7.4,2019-07-31,6:00,https://onebite.app/restaurant/lombardos-white-plains-ny-5ef84aba/review/6b6fad9c-5c2f-4781-a6d6-8caad189a59f,0,10,0,0,1,summer,1.0,7.7,6.133333333333334,6.760000000000001,163.0,3.5,2.0, 10605
213,Michael's Famous Pan Pizza & Restaurant,NY,7.7,2019-07-30,6:00,https://onebite.app/restaurant/michaels-famous-pan-pizza-and-restaurant-port-chester-ny-22237209/review/60a21c1a-3a70-4655-bfa4-e325d0142c65,1,39,0,0,1,summer,1.0,6.9,4.833333333333333,6.720000000000001,25.0,4.0,2.0, 10573
214,Glenville Pizza,CT,6.9,2019-07-29,6:00,https://onebite.app/restaurant/glenville-pizza-greenwich-ct-296ff896/review/bbc27827-8d36-46db-94af-8ecac982e5c4,1,15,0,0,1,summer,4.0,3.8,5.0,6.04,63.0,4.0,1.0, 06831
215,Poppy Pizza,MA,3.8,2019-07-25,6:00,https://onebite.app/restaurant/poppy-pizza-mashpee-ma-eed7d00a/review/fd93da20-b22d-4f20-8cf3-06ab2fed3a6a,1,11,0,0,1,summer,2.0,3.8,5.966666666666666,6.43,257.0,4.0,2.0, 02649
216,Shangri-La Kitchen,MA,3.8,2019-07-23,6:00,https://onebite.app/restaurant/shangrila-kitchen-nantucket-ma-2586a156/review/47632d3f-fe0c-479e-9114-4cc00131414a,0,18,0,0,1,summer,1.0,7.4,7.333333333333333,6.7299999999999995,16.0,3.5,2.0, 02554
217,Pizzeria Beddia,PA,7.4,2019-07-22,6:00,https://onebite.app/restaurant/pizzeria-beddia-philadelphia-pa-5de7cc00/review/4049191e-bf4b-4426-b86c-9186bc4015e6,0,15,0,0,1,summer,3.0,6.7,7.5,6.709999999999999,516.0,4.0,2.0, 19122
218,Dragon By The Sea,MA,6.7,2019-07-19,6:00,https://onebite.app/restaurant/dragon-by-the-sea-nantucket-ma-00a31496/review/eed3fb40-9b97-418e-8cc6-66420b6e93c4,0,17,0,0,1,summer,1.0,7.9,7.966666666666666,6.779999999999999,9.0,3.0,2.0, 02554
219,Vince's Pizzeria,PA,7.9,2019-07-18,6:00,https://onebite.app/restaurant/vinces-pizzeria-philadelphia-pa-ed4af829/review/edee95da-b423-40d6-8b7b-c5f2cdc57670,0,16,0,0,1,summer,1.0,7.9,7.8,6.409999999999999,148.0,4.0,2.0, 19115
220,Pizza Shackamaxon,PA,7.9,2019-07-17,6:00,https://onebite.app/restaurant/pizza-shackamaxon-philadelphia-pa-dbd38c4b/review/3b75e9ef-e8c5-41c5-9503-1d261376224e,1,17,0,0,1,summer,1.0,8.1,7.6000000000000005,6.35,115.0,4.5,1.0, 19125
221,Tacconelli's Pizzeria,PA,8.1,2019-07-16,6:00,https://onebite.app/restaurant/tacconellis-pizzeria-philadelphia-pa-9b03118d/review/2c96ed7f-4d30-4f05-aa51-e0f067c30867,0,21,0,0,1,summer,1.0,7.4,4.933333333333333,6.22,344.0,4.0,2.0, 19134
222,Sam's,NY,7.4,2019-07-15,6:00,https://onebite.app/restaurant/sams-brooklyn-ny-fa74aeb2/review/5fb56520-9a5e-42ee-82bc-280aea620641,0,5,0,0,1,summer,3.0,7.3,5.033333333333333,6.02,224.0,4.0,2.0, 11201
223,House of Pizza & Calzones,NY,7.3,2019-07-12,6:00,https://onebite.app/restaurant/house-of-pizza-and-calzones-brooklyn-ny-36cc8573/review/5fb6db78-116f-4fa6-827c-84ae2f4e8533,1,25,0,0,1,summer,1.0,0.1,4.866666666666666,6.1,142.0,4.0,1.0, 11231
224,Cumberland Farms,MA,0.1,2019-07-11,6:00,https://onebite.app/restaurant/cumberland-farms-nantucket-ma-feb86e8f/review/de12ffa8-5751-4756-92c4-3c7f3b52b9f5,0,16,0,0,1,summer,1.0,7.7,7.233333333333333,6.81,2.0,3.0,3.0, 02554
225,Table 87 - Brooklyn Heights,NY,7.7,2019-07-10,6:00,https://onebite.app/restaurant/table-87-brooklyn-heights-brooklyn-ny-c768e90b/review/7b30b24b-75b9-48c7-8729-b8ba68398872,0,27,0,0,1,summer,1.0,6.8,7.133333333333333,6.529999999999999,272.0,4.0,2.0, 11201
226,Krave It Sandwich Shop & Eatery,NY,6.8,2019-07-09,6:00,https://onebite.app/restaurant/krave-it-sandwich-shop-and-eatery-bayside-ny-c7d98031/review/d3b3b8b2-4254-412e-a916-73fbdf53090c,0,31,0,0,1,summer,1.0,7.2,6.266666666666667,6.56,637.0,4.0,2.0, 11361
227,VIPizza,NY,7.2,2019-07-08,6:00,https://onebite.app/restaurant/vipizza-bayside-ny-e0924ceb/review/61173bbe-e1a5-4221-96cd-d466d6401a4b,1,7,0,0,1,summer,3.0,7.4,6.300000000000001,6.62,287.0,4.0,1.0, 11361
228,Pizza Garden,NY,7.4,2019-07-05,6:00,https://onebite.app/restaurant/pizza-garden-flushing-ny-44abf812/review/b29253ea-ba21-4d27-9942-77013119c563,1,12,0,0,1,summer,2.0,4.2,6.1000000000000005,6.62,116.0,4.0,1.0, 11358
229,Pizza Chef,NY,4.2,2019-07-03,6:00,https://onebite.app/restaurant/pizza-chef-whitestone-ny-17c6ade5/review/40de8329-5f35-4fc1-ad8e-3668387236ed,1,10,0,0,1,summer,1.0,7.3,6.5,6.609999999999999,91.0,3.5,1.0, 11357
230,Freddy's Pizzeria,NY,7.3,2019-07-02,6:00,https://onebite.app/restaurant/freddys-pizzeria-whitestone-ny-da8d45dd/review/04ccdf7e-b75c-4b81-a667-e73efa8083c7,0,17,0,0,1,summer,1.0,6.8,6.766666666666666,6.09,85.0,4.0,1.0, 11357
231,Cascarino's Brick Oven Pizzeria & Ristorante,NY,6.8,2019-07-01,6:00,https://onebite.app/restaurant/cascarinos-brick-oven-pizzeria-and-ristorante-whitestone-ny-c4455f18/review/c9fe9468-aaa5-4ccd-8513-d3d4f56d8192,0,44,0,0,1,summer,3.0,5.4,6.8999999999999995,6.2299999999999995,138.0,3.5,2.0, 11357
232,Sunnyside Pizza,NY,5.4,2019-06-28,6:00,https://onebite.app/restaurant/sunnyside-pizza-sunnyside-ny-180e620b/review/b3648337-e2c8-4166-a07e-8242eb421794,1,15,0,0,1,summer,1.0,8.1,6.733333333333334,6.4300000000000015,405.0,4.0,1.0, 11104
233,Amore Pizzeria,NY,8.1,2019-06-27,6:00,https://onebite.app/restaurant/amore-pizzeria-flushing-ny-a1083802/review/2f8faf45-13f2-462e-a605-c55b76d9c760,0,14,0,0,1,summer,1.0,7.2,6.400000000000001,6.3500000000000005,439.0,4.0,1.0, 11354
234,Lucia Pizza,NY,7.2,2019-06-26,6:00,https://onebite.app/restaurant/lucia-pizza-flushing-ny-fb791ba8/review/7beb9c13-bd0f-44f4-812e-a99666812220,1,11,0,0,1,summer,1.0,4.9,6.6000000000000005,6.4,527.0,4.5,1.0, 11354
235,Mama Mia 44 SW,NY,4.9,2019-06-25,6:00,https://onebite.app/restaurant/mama-mia-44-sw-new-york-ny-1c5e3685/review/48bb818e-a3ba-4663-b689-1312a50fde1c,0,14,0,0,1,summer,1.0,7.1,7.433333333333333,6.6,587.0,4.0,2.0, 10036
237,Peperino,NY,7.8,2019-06-21,12:0,https://onebite.app/restaurant/peperino-new-york-ny-45cc8d77/review/932eb97f-f8fc-45b8-8b22-d0730c2a2010,0,8,0,0,1,summer,1.0,7.4,4.533333333333333,6.359999999999999,46.0,4.0,2.0, 10023
238,Rosa's Pizza,NY,7.4,2019-06-20,6:25,https://onebite.app/restaurant/rosas-pizza-maspeth-ny-e458b3ee/review/39ed01f8-6c83-4155-9a5b-26dfbb61941b,1,12,0,0,1,spring,1.0,4.1,4.8,6.3999999999999995,388.0,4.0,1.0, 11378
240,Ciro's Pizza Pomodoro,XG,2.1,2019-06-18,6:00,https://onebite.app/restaurant/ciros-pizza-pomodoro-london-xgl-56b6a68f/review/b58501b0-3f1e-454a-aedd-80122003bdf9,1,21,0,0,1,spring,1.0,8.2,7.633333333333333,7.08,26.0,3.5,2.0,L SW3 1NY
241,Grand Apizza Shoreline,CT,8.2,2019-06-17,6:00,https://onebite.app/restaurant/grand-apizza-shoreline-clinton-ct-a817b615/review/9b3420d8-c03b-48b7-81d3-b9d8c21bee4c,1,22,0,0,1,spring,3.0,7.4,7.466666666666666,6.88,98.0,4.0,2.0, 06413
242,Resca,NY,7.4,2019-06-14,6:00,https://onebite.app/restaurant/resca-new-york-ny-67d65ca6/review/7bc88be0-dd0c-41a2-94e8-55eb1c462457,0,5,1,0,1,spring,1.0,7.3,7.3,6.75,58.0,4.5,2.0, 10011
243,Nino’s Pizza & Subs,MA,7.3,2019-06-13,6:00,https://onebite.app/restaurant/ninos-pizza-and-subs-boston-ma-f4d6f4b7/review/3f0ef68f-09fd-4ec6-bfe7-c1cb2301ffc6,1,19,1,0,1,spring,1.0,7.7,6.833333333333333,6.640000000000001,79.0,3.5,1.0, 02114
244,Haymarket Pizza,MA,7.7,2019-06-12,6:00,https://onebite.app/restaurant/haymarket-pizza-boston-ma-2abf478c/review/ff801acc-3e71-4145-ae6e-910b42c60771,1,15,1,0,1,spring,1.0,6.9,6.466666666666666,6.610000000000001,116.0,4.0,1.0, 02109
245,Sotto 13,NY,6.9,2019-06-11,6:00,https://onebite.app/restaurant/sotto-13-new-york-ny-4537b8ca/review/6b905800-0873-4c8e-8e46-e6191eb9afae,0,8,1,0,1,spring,1.0,5.9,6.766666666666667,6.8,882.0,4.0,2.0, 10011
246,Faraci Pizza,MO,5.9,2019-06-10,6:00,https://onebite.app/restaurant/faraci-pizza-ballwin-mo-65398494/review/392513c2-8b10-4280-96a5-999284cfaf94,1,12,1,0,1,spring,3.0,6.6,7.199999999999999,6.950000000000001,96.0,4.0,2.0, 63011
247,Dewey's Pizza,MO,6.6,2019-06-07,6:00,https://onebite.app/restaurant/deweys-pizza-saint-louis-mo-d87a2710/review/2a845aae-be64-442f-8a66-26373e9e275c,1,13,1,0,1,spring,1.0,7.8,6.933333333333334,7.07,219.0,4.5,2.0, 63130
248,Pat's Pizza,MA,7.8,2019-06-06,6:00,https://onebite.app/restaurant/pats-pizza-dorchester-center-ma-4be78bb2/review/d0f7be95-5b47-45f3-8c4f-4bbfb120c6a7,1,11,1,0,1,spring,1.0,7.2,6.3999999999999995,6.88,132.0,3.5,1.0, 02124
249,La Pizza,MO,7.2,2019-06-05,6:00,https://onebite.app/restaurant/la-pizza-university-city-mo-ef903d39/review/00de6eb4-c631-48d7-a8e6-60a0c01fcd0b,1,8,1,0,1,spring,1.0,5.8,6.033333333333334,6.8,259.0,4.5,1.0, 63130
250,Pi Pizzeria - Delmar Loop,MO,5.8,2019-06-04,6:00,https://onebite.app/restaurant/pi-pizzeria-delmar-loop-saint-louis-mo-f19191fc/review/a8916759-f14c-4af3-8a4f-ec1a0d15a594,0,25,1,0,1,spring,1.0,6.2,6.166666666666667,6.95,614.0,4.0,2.0, 63112
251,Imo's Pizza,MO,6.2,2019-06-03,6:00,https://onebite.app/restaurant/imos-pizza-saint-louis-mo-3150bd6d/review/25bd6c02-f6c9-4989-9076-087b06a68af9,1,11,1,0,1,spring,3.0,6.1,6.566666666666667,6.82,129.0,3.0,2.0, 63139
253,Rosella's Pizzeria,NY,6.2,2019-05-30,6:00,https://onebite.app/restaurant/rosellas-pizzeria-new-york-ny-2c4e7689/review/132fc46b-69ee-4a14-8456-9e15d29ba3e5,0,18,1,0,1,spring,1.0,7.4,7.866666666666667,7.220000000000001,234.0,3.5,1.0, 10038
254,Union Park Pizza,MA,7.4,2019-05-29,6:00,https://onebite.app/restaurant/union-park-pizza-boston-ma-152979cc/review/ae63445e-77b4-4990-a7ea-9bda797e2ae5,1,16,1,0,1,spring,1.0,8.8,8.000000000000002,7.2700000000000005,85.0,4.5,1.0, 02118
255,Pino's Pizza,MA,8.8,2019-05-28,6:00,https://onebite.app/restaurant/pinos-pizza-brighton-ma-2533911d/review/80eb5775-4db8-4605-baf7-bed502d785c1,1,12,1,0,1,spring,1.0,7.4,7.033333333333334,7.1,445.0,4.0,1.0, 02135
256,Figs by Todd English,MA,7.4,2019-05-27,6:00,https://onebite.app/restaurant/figs-by-todd-english-boston-ma-323331d9/review/104a554d-6d21-4bca-b1e2-705845390a69,0,20,1,0,1,spring,3.0,7.8,6.7,7.210000000000001,760.0,4.0,2.0, 02114
257,Artichoke Basille's Pizza,NY,7.8,2019-05-24,6:00,https://onebite.app/restaurant/artichoke-basilles-pizza-new-york-ny-cc0e464e/review/4bde5e42-30d6-46c5-822f-8f121b2ebc2f,1,25,1,0,1,spring,1.0,5.9,6.533333333333334,7.200000000000001,3965.0,4.0,1.0, 10003
258,Healthy Choice Gourmet Deli & Pizza,NY,5.9,2019-05-23,6:00,https://onebite.app/restaurant/healthy-choice-gourmet-deli-and-pizza-new-york-ny-76b76d0a/review/5e5ca65c-3750-4588-b1d3-ae76ab4414c1,1,35,1,0,1,spring,1.0,6.4,6.2,7.4,31.0,3.0,1.0, 10001
259,Rocky's Pizza Bar and Restaurant,NY,6.4,2019-05-22,6:00,https://onebite.app/restaurant/rockys-pizza-bar-and-restaurant-new-york-ny-076f1830/review/f0820b19-1171-450c-b2af-76cab373a524,1,32,1,0,1,spring,1.0,7.3,6.633333333333333,7.450000000000001,102.0,3.0,2.0, 10001
260,Manco & Manco Pizza,NJ,7.3,2019-05-21,6:00,https://onebite.app/restaurant/manco-and-manco-pizza-ocean-city-nj-c34cbe7e/review/f8cac1d6-4b5e-4ff3-ab81-942162322752,1,19,1,0,1,spring,1.0,4.9,7.066666666666667,7.460000000000001,540.0,3.5,1.0, 08226
261,Tony's Baltimore Grill,NJ,4.9,2019-05-20,6:00,https://onebite.app/restaurant/tonys-baltimore-grill-atlantic-city-nj-f44fd0cb/review/2eeaf671-072e-4c0d-9366-33a4ce8489e6,0,22,1,0,1,spring,3.0,7.7,8.066666666666668,7.65,302.0,3.5,2.0, 08401
262,Mike's Apizza & Restaurant,CT,7.7,2019-05-17,6:00,https://onebite.app/restaurant/mikes-apizza-and-restaurant-west-haven-ct-18180759/review/47af9eb9-a4cc-40eb-86da-ff5ad85b4e3a,1,26,1,0,1,spring,1.0,8.6,7.866666666666667,7.6,60.0,4.0,2.0, 06516
263,Roseland Apizza,CT,8.6,2019-05-16,6:00,https://onebite.app/restaurant/roseland-apizza-derby-ct-c07990f9/review/552e45bb-7b30-4659-84ff-d86795f2563b,1,15,1,0,1,spring,1.0,7.9,7.833333333333333,7.469999999999999,236.0,4.0,2.0, 06418
264,Ernie's Pizzeria,CT,7.9,2019-05-15,6:00,https://onebite.app/restaurant/ernies-pizzeria-new-haven-ct-308ae393/review/7bfb650a-9f8b-4fd8-85dc-02730b3e1628,0,16,1,0,1,spring,1.0,7.1,7.766666666666667,7.389999999999999,129.0,4.5,2.0, 06515
265,Minervini's Pizzeria & Restaurant,CT,7.1,2019-05-14,6:00,https://onebite.app/restaurant/minervinis-pizzeria-and-restaurant-east-haven-ct-2e8e9d2a/review/3443b0ee-e0f5-4376-8393-75abea5a8298,0,33,1,0,1,spring,1.0,8.5,8.033333333333333,7.339999999999999,25.0,3.0,2.0, 06512
266,John & Maria's Pizzeria,CT,8.5,2019-05-13,6:00,https://onebite.app/restaurant/john-and-marias-pizzeria-east-haven-ct-abadc41e/review/d6e0efb5-fd26-4148-9917-948849cb1794,0,23,1,0,1,spring,3.0,7.7,7.5,6.869999999999999,72.0,4.0,2.0, 06513
267,Sal's Pizzeria,NY,7.7,2019-05-10,6:00,https://onebite.app/restaurant/sals-pizzeria-mamaroneck-ny-7a60efaf/review/bd07ee6b-6739-4fec-9023-66b02359fd68,0,14,1,0,1,spring,1.0,7.9,7.400000000000001,6.49,357.0,4.0,1.0, 10543
268,Pizzeria La Rosa,NY,7.9,2019-05-09,6:00,https://onebite.app/restaurant/pizzeria-la-rosa-new-rochelle-ny-63136255/review/0ea1eefa-7da6-4a0b-b082-41187e0ccaf5,0,16,1,0,1,spring,1.0,6.9,7.033333333333334,6.29,162.0,4.5,2.0, 10801
269,Famous Calabria,NY,6.9,2019-05-08,6:00,https://onebite.app/restaurant/famous-calabria-new-york-ny-1fcb814e/review/830b200e-1355-472a-8dfe-0e01851ea51e,0,15,1,0,1,spring,1.0,7.4,7.133333333333333,6.359999999999999,79.0,4.0,1.0, 10038
270,Bonnie & Clyde's Pizza Parlor,KY,7.4,2019-05-07,6:00,https://onebite.app/restaurant/bonnie-and-clydes-pizza-parlor-louisville-ky-0b7acf33/review/fba67546-8b15-4312-b376-344ee4fa8206,1,29,1,0,1,spring,1.0,6.8,7.1000000000000005,6.359999999999999,90.0,4.0,2.0, 40258
271,Spinelli's Pizzeria,KY,6.8,2019-05-06,6:00,https://onebite.app/restaurant/spinellis-pizzeria-louisville-ky-de0ae80e/review/6d7ff387-ac42-43d7-98a1-bfef8b42f60c,0,19,1,0,1,spring,3.0,7.2,7.2,6.409999999999999,244.0,3.0,2.0, 40204
272,Butchertown Pizza Hall,KY,7.2,2019-05-03,6:00,https://onebite.app/restaurant/butchertown-pizza-hall-louisville-ky-87844067/review/2443321c-6184-46fc-a18c-ac4cd0682427,1,22,1,0,1,spring,1.0,7.3,7.0,6.51,198.0,4.0,1.0, 40206
273,Strawberry's Pub & Pizza,NJ,7.3,2019-05-02,6:00,https://onebite.app/restaurant/strawberrys-pub-and-pizza-woodbridge-nj-c66a83fc/review/e14adae5-1f3d-4eca-ab81-5c4baaaad195,1,24,1,0,1,spring,1.0,7.1,5.833333333333333,6.06,300.0,4.0,2.0, 07095
274,Brooklyn Boys Pizza and Deli,NJ,7.1,2019-05-01,6:00,https://onebite.app/restaurant/brooklyn-boys-pizza-and-deli-edison-nj-bf02cc68/review/706e377c-5baf-4e97-8ac0-392606ae06d0,1,28,1,0,1,spring,1.0,6.6,4.766666666666667,5.809999999999999,288.0,4.5,1.0, 08820
275,Sciortinos's Pizza Pasta & More,NJ,6.6,2019-04-30,6:00,https://onebite.app/restaurant/sciortinoss-pizza-pasta-and-more-perth-amboy-nj-334f4613/review/d66129c9-b6e5-4c01-ae53-6feead901bc7,1,31,1,0,1,spring,1.0,3.8,4.533333333333333,5.819999999999999,30.0,3.5,2.0, 08861
277,Mata's Greek Pizza & Grinders,AL,3.9,2019-04-28,12:0,https://onebite.app/restaurant/matas-greek-pizza-and-grinders-anniston-al-7f3437f1/review/ec4f5ac5-57d3-47bc-ae8b-8b8242bb8fed,1,29,1,0,1,spring,1.0,5.9,6.966666666666666,6.180000000000001,72.0,4.0,2.0, 36201
279,Porrino's Pizzeria,NJ,7.6,2019-04-26,6:00,https://onebite.app/restaurant/porrinos-pizzeria-little-ferry-nj-43ab220c/review/a9dc6b02-682d-435e-8a13-969f296be9b0,0,18,1,0,1,spring,1.0,7.4,7.633333333333333,6.140000000000001,70.0,4.5,2.0, 07643
280,Pizza Wagon,NY,7.4,2019-04-25,6:00,https://onebite.app/restaurant/pizza-wagon-brooklyn-ny-f307b5f5/review/e48769ce-9842-4c76-86c2-a56b774cf3d6,1,11,1,0,1,spring,1.0,7.3,6.1000000000000005,6.08,257.0,4.0,1.0, 11209
281,Gigino Trattoria,NY,7.3,2019-04-24,6:00,https://onebite.app/restaurant/gigino-trattoria-new-york-ny-7a17042c/review/e2bcff6d-73bc-443c-bbb3-c522ccb6e1e1,0,16,1,0,1,spring,1.0,8.2,5.2,6.01,257.0,3.5,2.0, 10013
284,Little Caesars Pizza,WV,4.6,2019-04-19,6:00,https://onebite.app/restaurant/little-caesars-pizza-princeton-wv-665b736d/review/1a11e1a6-61a0-468b-869c-f256d0e1b3f3,1,20,1,0,1,spring,1.0,6.7,6.0,6.720000000000001,1.0,1.0,1.0, 24740
285,Beebe's,NY,6.7,2019-04-18,6:00,https://onebite.app/restaurant/beebes-long-island-city-ny-913ad02f/review/94b48d35-a23e-4e4e-9d49-097324b1626e,0,7,1,0,1,spring,1.0,8.1,6.066666666666667,6.87,117.0,4.0,2.0, 11101
286,Slice,NY,8.1,2019-04-17,6:00,https://onebite.app/restaurant/slice-long-island-city-ny-b1ad1a95/review/70c00c00-6dcf-43fb-acfb-c0588160ccd7,0,5,1,0,1,spring,1.0,3.2,5.433333333333334,6.539999999999999,378.0,3.5,1.0, 11101
288,Biga Contemporary Pizza,NY,6.9,2019-04-15,6:00,https://onebite.app/restaurant/biga-contemporary-pizza-new-york-ny-a1f59cf7/review/76f1f517-3a1a-4d34-9ef6-25dde44157be,1,23,1,0,1,spring,3.0,6.2,6.533333333333334,6.9,83.0,4.5,2.0, 10002
289,Hello Pizza,MN,6.2,2019-04-12,6:00,https://onebite.app/restaurant/hello-pizza-edina-mn-2ffc8c69/review/362f8044-77cd-41ec-b31f-2c2e8129c2d4,1,11,1,0,1,spring,1.0,6.8,6.966666666666666,7.0200000000000005,146.0,4.0,1.0, 55424
291,Broders Cucina Italiana,MN,6.6,2019-04-10,6:00,https://onebite.app/restaurant/broders-cucina-italiana-minneapolis-mn-45b15856/review/9dd29819-2f42-47e2-b0ac-231417d4871f,0,23,1,0,1,spring,1.0,7.5,7.566666666666667,6.99,163.0,4.0,2.0, 55410
292,Red Wagon Pizza Co,MN,7.5,2019-04-09,6:00,https://onebite.app/restaurant/red-wagon-pizza-co-minneapolis-mn-1cbe27d9/review/acdc2eec-5e94-4eef-9e92-3617ceba3bce,1,18,1,0,1,spring,1.0,8.3,7.8,6.83,264.0,4.0,2.0, 55419
293,Surly Brewing,MN,8.3,2019-04-08,6:00,https://onebite.app/restaurant/surly-brewing-minneapolis-mn-7d4d18c8/review/ce94390b-b19f-494e-a633-07b6cdd84425,0,13,1,0,1,spring,3.0,6.9,6.633333333333333,6.75,1140.0,4.0,2.0, 55414
294,Pizzeria Lola,MN,6.9,2019-04-05,6:00,https://onebite.app/restaurant/pizzeria-lola-minneapolis-mn-b9bbe812/review/d54b6482-e0a3-4e0f-90ab-fd96b8d98303,0,13,1,0,1,spring,1.0,8.2,6.366666666666667,6.4799999999999995,1031.0,4.5,2.0, 55410
295,Zuppardi's Apizza,CT,8.2,2019-04-04,6:00,https://onebite.app/restaurant/zuppardis-apizza-west-haven-ct-6f83566b/review/3fe3eb9a-cdcf-4a5f-98e4-bab3d44828e4,1,17,1,0,1,spring,1.0,4.8,6.166666666666667,6.459999999999999,349.0,4.5,2.0, 06516
297,Big Al's Chicago Style Pizza,NY,6.1,2019-04-02,6:00,https://onebite.app/restaurant/big-als-chicago-style-pizza-new-york-ny-e88441a4/review/d5864d29-155d-44ce-a781-e1820a026155,1,28,1,0,1,spring,1.0,7.6,7.566666666666666,6.709999999999999,72.0,3.5,1.0, 10006
298,Village Square Pizza,NY,7.6,2019-04-01,6:00,https://onebite.app/restaurant/village-square-pizza-new-york-ny-9a83edd1/review/a220b2e1-a863-4af8-8481-44bd86b552b8,1,20,1,0,1,spring,3.0,7.4,6.833333333333333,6.790000000000001,136.0,4.5,1.0, 10009
300,Cugino's Italian Deli & Pizza,NV,7.7,2019-03-28,7:30,https://onebite.app/restaurant/cuginos-italian-deli-and-pizza-las-vegas-nv-00a25ded/review/25680d4f-a27a-4ce6-833b-41419622aefe,1,29,1,0,0,spring,1.0,5.4,6.266666666666667,6.69,845.0,4.5,2.0, 89119
301,Upper Crust Pizzeria,CA,5.4,2019-03-27,6:00,https://onebite.app/restaurant/upper-crust-pizzeria-beverly-hills-ca-ce6a3b97/review/1b7416e6-9ca3-4288-b54d-a8de23013cfb,0,20,1,0,0,spring,1.0,5.9,5.866666666666667,6.88,288.0,4.5,2.0, 90212
302,Stella Barra Pizzeria & Wine Bar,CA,5.9,2019-03-26,6:00,https://onebite.app/restaurant/stella-barra-pizzeria-and-wine-bar-santa-monica-ca-8e4933ab/review/e93a6f8c-47e2-4959-a093-92cc2b025190,0,32,1,0,0,spring,1.0,7.5,6.566666666666666,7.029999999999999,1021.0,4.0,2.0, 90405
303,Mulberry Street Pizzeria,CA,7.5,2019-03-25,6:00,https://onebite.app/restaurant/mulberry-street-pizzeria-beverly-hills-ca-84d9712b/review/647585ce-15a2-40b0-9e0f-0c37ace51a25,0,24,1,0,0,spring,3.0,4.2,6.333333333333333,7.07,573.0,3.5,2.0, 90212
305,Fort Lee Pizzeria,NJ,8.0,2019-03-21,6:00,https://onebite.app/restaurant/fort-lee-pizzeria-fort-lee-nj-9cc5ef5f/review/91ac36ab-da89-4f60-aa72-5694035e7856,0,17,1,0,0,spring,1.0,6.8,7.266666666666666,7.4399999999999995,166.0,4.0,2.0, 07024
